Name,Park,Location,Opening Date,Length,Height,Drop,Speed,Inversions,Vertical Angle,Duration,RCDB Link
"Vesuvio Volcano","Fantawild Adventure","Shenbei, Shenyang, Liaoning, China",10/1/2011,,,,,0,,,https://rcdb.com/10299.htm
"Worm Around","Fantawild Adventure","Shenbei, Shenyang, Liaoning, China",10/1/2011,,,,,0,,,https://rcdb.com/11070.htm
"Black Diamond","Knoebels Amusement Park & Resort","Elysburg, Pennsylvania, USA",10/8/2011,,35,,,0,,,https://rcdb.com/4454.htm
"Great Lego Race","Legoland Florida","Winter Haven, Florida, USA",10/15/2011,1312.3,51.8,49.8,35,0,,1:35,https://rcdb.com/9526.htm
"RC","Hong Kong Disneyland","Islands, New Territories, Hong Kong, China",11/17/2011,269,82,,,0,,,https://rcdb.com/9667.htm
"Roller Coaster","Jingcai Happy World","Hanjiang, Yangzhou, Jiangsu, China",12/2011,,,,,2,,,https://rcdb.com/6549.htm
"Shark Coaster","Jawa Timur Park 2","Batu, East Java, Indonesia",12/2011,,,,,0,,,https://rcdb.com/10418.htm
"Mini Montaña","Comfaventura","Pasto, Nariño, Colombia",12/2011,,,,,0,,,https://rcdb.com/11223.htm
"Hair Raiser","Ocean Park","Hong Kong Island, Hong Kong, China",12/8/2011,2788.8,114.8,,54.7,4,,,https://rcdb.com/9647.htm
"Green Lantern Coaster","Warner Bros. Movie World","Gold Coast, Queensland, Australia",12/23/2011,1601.1,108.3,,41,2,,,https://rcdb.com/10154.htm
"Big Coaster","White Sand Gate Park","Meilan, Haikou, Hainan, China",12/25/2011,,,,,3,,,https://rcdb.com/10380.htm
"Skate Board","El Goli Amusement Park","Tabriz, East Azarbaijan, Iran",2012 - 2013,,,,,0,,,https://rcdb.com/3731.htm
"Crazy Caterpillar","Bayside Fun Park","Bridlington, East Riding of Yorkshire, England, United Kingdom",2012,,,,,0,,,https://rcdb.com/6542.htm
"Spinning Coaster","Haibin Park","Xiashan, Zhanjiang, Guangdong, China",2012,,,,,0,,,https://rcdb.com/6566.htm
"Pine Forest Flying Mouse","Binjiang Forest Park","Pudong, Shanghai, China",2012,,,,,0,,,https://rcdb.com/6582.htm
"Loop Max Adrenaline","Luna Park Sunny Beach","Sunny Beach, Burgas, Bulgaria",2012 - 2013,1197.5,36.1,,,1,,,https://rcdb.com/6719.htm
"Whacky Mouse","Tinkertown Family Fun Park","Winnipeg, Manitoba, Canada",2012 - 2013,,,,,0,,,https://rcdb.com/6726.htm
"Small Motorized Coaster","Dream World Riz-Zoawd","Siming, Xiamen, Fujian, China",2012,,,,,0,,,https://rcdb.com/8608.htm
"Jungle Flying Squirrel","Nanjiao Park","Tianxin, Changsha, Hunan, China",2012,,,,,0,,,https://rcdb.com/9086.htm
"American Mountains","Mtatsminda Park","Tbilisi, Georgia",2012,,,,,3,,,https://rcdb.com/9668.htm
"Roller Coaster","Park Khayyam","Dushanbe, Tajikistan",2012,,65.6,,42.5,0,,,https://rcdb.com/10244.htm
"Volcano Coaster","Jawa Timur Park 1","Batu, East Java, Indonesia",2012,,32.8,,,0,,,https://rcdb.com/10422.htm
"Speed Roller Coaster","Yancheng Chun-Qiu Land","Wujin, Changzhou, Jiangsu, China",2012,,,,,2,,,https://rcdb.com/10451.htm
"Miner Mike","Colasanti's Tropical Gardens","Kingsville, Ontario, Canada",2012,,,,,0,,,https://rcdb.com/10592.htm
"Wacky Worm","Gillian's Wonderland Pier","Ocean City, New Jersey, USA",2012,,,,,0,,,https://rcdb.com/10687.htm
"Grand Prix","Fun Land","Ankara, Ankara, Turkey",2012,,,,,0,,,https://rcdb.com/10715.htm
"Kwansong Tancha","Rungna People's Pleasure Ground","Pyongyang, North Korea",2012,,,,,0,,,https://rcdb.com/10747.htm
"Shark Trip","Böhmischer Prater","Vienna, Vienna, Austria",2012,,,,,0,,,https://rcdb.com/10751.htm
"Le petit huit - La super chenille","Animaparc","Le Burgaud, Midi-Pyrénées, France",2012,,,,,0,,,https://rcdb.com/10771.htm
"Roller Coaster","Zorky's Planet","Bucharest, Romania",2012,410.1,19,,21.8,0,,,https://rcdb.com/10847.htm
"Spinning Coaster","Century Amusement Park","Guancheng, Zhengzhou, Henan, China",2012,,,,,0,,,https://rcdb.com/10903.htm
"Roller Coaster","Blue Mountain Go Karts","Collingwood, Ontario, Canada",2012,,,,,0,,,https://rcdb.com/10908.htm
"Jungle Flying Squirrel","Wuhan Peace Park","Qingshan, Wuhan, Hubei, China",2012,,24.8,,24.9,0,,,https://rcdb.com/11004.htm
"Fruit Worm Coaster","Zimaling Park","Zhongshan, Guangdong, China",2012,,,,,0,,,https://rcdb.com/11009.htm
"Crazy Roller Coaster","Quanlin Resort","Zhongshan, Guangdong, China",2012 - 2013,1049.8,,,31.7,1,,,https://rcdb.com/11049.htm
"Big Apple","West Sands Fun Fair","Selsey, West Sussex, England, United Kingdom",2012,,,,,0,,,https://rcdb.com/11066.htm
"Choco Express","Rainbow's End","Manukau City, Auckland, New Zealand",2012,,,,,0,,,https://rcdb.com/11409.htm
"Roller Coaster","Gorky Park","Kharkiv, Kharkiv, Ukraine",2012,1738.8,72.2,,40.4,0,,,https://rcdb.com/11411.htm
"Old Mine","Gorky Park","Kharkiv, Kharkiv, Ukraine",2012,,,,,0,,,https://rcdb.com/11415.htm
"Roller Coaster","Saigon Zoo And Botanical Garden","Ho Chi Minh City, Vietnam",2012,,,,,0,,,https://rcdb.com/11431.htm
"Surfrider","Atallah Happy Land Park","Jeddah, Makkah, Saudi Arabia",2012,328.1,131.3,,55.9,0,,,https://rcdb.com/11451.htm
"Pine Forest Flying Mouse","Dream Land","Shuangliu, Chengdu, Sichuan, China",2012,,,,,0,,,https://rcdb.com/11535.htm
"Nessi Roller Coaster","Carron Dream Park","San Isidro, Nueva Ecija, Philippines",2012 - 2013,,,,,0,,,https://rcdb.com/11750.htm
"Roller Coaster","Nanhu Park","Huidong, Huizhou, Guangdong, China",2012 - 2014,,23,,21.8,0,,,https://rcdb.com/11836.htm
"Jungle Flying Squirrel","Tianhe Spring Amusement Park","Torch Hi-tech Industrial Development Zone, Zhongshan, Guangdong, China",2012 - 2014,,,,,0,,,https://rcdb.com/11942.htm
"Silber Mine","Rocolinos Kinderwelt","Eschweiler, North Rhine-Westphalia, Germany",2012,,,,,0,,,https://rcdb.com/11982.htm
"Spinning Coaster","Waterlands Resort","Bao'an, Shenzhen, Guangdong, China",2012 - 2014,,,,,0,,,https://rcdb.com/12089.htm
"Fruit Worm Coaster","Olympic Sports Park","Jiulongpo, Chongqing, China",2012 - 2013,,,,,0,,,https://rcdb.com/12112.htm
"Gusano","Diverland","Pampatar, Nueva Esparta, Venezuela",2012,,,,,0,,,https://rcdb.com/12337.htm
"Hoverla","Mis'kyi Park","Chernihiv, Chernihiv, Ukraine",2012,,,,,1,,,https://rcdb.com/12479.htm
"Safari","Saunders County Fairgrounds","Wahoo, Nebraska, USA",2012,,,,,0,,,https://rcdb.com/12672.htm
"Outer Space Flying Car","Yiwu Paradise","Yiwu, Zhejiang, China",2012 - 2013,,,,,0,,,https://rcdb.com/12689.htm
"Pine Forest Flying Mouse","Taihe Garden","Wanxiu, Wuzhou, Guangxi, China",2012 - 2015,,,,,0,,,https://rcdb.com/12708.htm
"Family Coaster","Dreamworld Africana","Lekki, Lagos, Nigeria",2012,,,,,0,,,https://rcdb.com/12734.htm
"Mine Car","Jiufeng Park","Huangyan, Taizhou, Zhejiang, China",2012,918.6,36.1,,27.5,0,,,https://rcdb.com/13430.htm
"Roller Coaster","Jianghui Amusement Park","Xinhui, Jiangmen, Guangdong, China",2012 - 2014,,,,,1,,,https://rcdb.com/13587.htm
"Family Coaster","Twinpigs","Żory, Śląskie, Poland",2012 - 2013,,,,,0,,,https://rcdb.com/13960.htm
"Jungle Flying Squirrel","Fun Street","Donghu, Nanchang, Jiangxi, China",2012 - 2014,,,,,0,,,https://rcdb.com/14043.htm
"Doggy Dog","Planet Quba","Quba, Quba, Azerbaijan",2012 - 2013,,,,,0,,,https://rcdb.com/14287.htm
"Magic Mouse","Planet Quba","Quba, Quba, Azerbaijan",2012 - 2013,,,,,0,,,https://rcdb.com/14288.htm
"Wacky Worm","Craig Tara Holiday Park","Ayr, Strathclyde, Scotland, United Kingdom",2012 - 2016,,,,,0,,,https://rcdb.com/14405.htm
"Fruit Worm Pulley","Tianjin Zoological Gardens","Nankai, Tianjin, China",2012,,,,,0,,,https://rcdb.com/14570.htm
"Jungle Flying Squirrel","Ruofei Park","Xixiu, Anshun, Guizhou, China",2012,,,,,0,,,https://rcdb.com/15423.htm
"Larven","Kaatach","Tyresö, Stockholm, Sweden",2012 - 2014,,,,,0,,,https://rcdb.com/15511.htm
"Corkscrew","Nagashima Spa Land","Nagashima, Kuwana, Mie, Japan",2012,1279.5,,,,2,,1:16,https://rcdb.com/15561.htm
"Ultra Twister","Nagashima Spa Land","Nagashima, Kuwana, Mie, Japan",2012,,,,,3,85,1:18,https://rcdb.com/15562.htm
"Speedy Gonzales","Lunapark","Yevpatoria, Crimea, Russia",2012 - 2014,,,,,0,,,https://rcdb.com/15693.htm
"Bruco Mela","Gorodskoy Park","Tomsk, Tomsk, Russia",2012 - 2013,,,,,0,,,https://rcdb.com/16585.htm
"Kiddie Coaster","Fun Spot America","Kissimmee, Florida, USA",2/3/2012,,,,,0,,1:08,https://rcdb.com/10425.htm
"Crazy Mouse","Gelin Country Garden","Wujiang, Suzhou, Jiangsu, China",3/2012,,,,,0,,,https://rcdb.com/6528.htm
"Swarm","Thorpe Park","Chertsey, Surrey, England, United Kingdom",3/15/2012,2543,127,Zero-G RollInclined LoopCorkscrewIn-Line Twist,,5,,,https://rcdb.com/9820.htm
"Wild Eagle","Dollywood","Pigeon Forge, Tennessee, USA",3/24/2012,3127,,135,61,4,,2:22,https://rcdb.com/10148.htm
"Vilde Mus","Bakken","Klampenborg, Sjælland, Denmark",3/29/2012,,,,,0,,,https://rcdb.com/10157.htm
"TNT Tren de la Mina","Parque de Atracciones de Madrid","Madrid, Madrid, Spain",3/30/2012,1476.4,55.8,,35,0,,,https://rcdb.com/10402.htm
"Dragon Fly","Duinrell","Wassenaar, Zuid-Holland, Netherlands",3/31/2012,1184.4,49.3,,,0,,,https://rcdb.com/9298.htm
"Looping Star","Rand Show","Johannesburg, Gauteng, South Africa",4/6/2012,,,,,1,,,https://rcdb.com/7674.htm
"OzIris","Parc Astérix","Plailly, Picardie, France",4/7/2012,,114.8,,,5,,,https://rcdb.com/9675.htm
"Chenille","Papéa Parc","Yvré-l'Evêque, Pays de la Loire, France",4/7/2012,,,,,0,,,https://rcdb.com/10790.htm
"Speedy Coaster","Sparky's Family Entertainment Center","Ras al-Khaimah, Ras al-Khaimah, United Arab Emirates",4/26/2012,,,,,0,,,https://rcdb.com/12607.htm
"Alpen Blizzard","Alpen Park","Canela, Rio Grande do Sul, Brazil",4/28/2012,1300,,,,0,,,https://rcdb.com/10361.htm
"Steampunk Hunters","TusenFryd","Vinterbro, Oslo, Norway",4/28/2012,1099.1,42.7,,28.5,0,,1:15,https://rcdb.com/10448.htm
"Dinoconda","China Dinosaurs Park","Xinbei, Changzhou, Jiangsu, China",4/29/2012,3444.9,226.4,,78.3,3,,,https://rcdb.com/9040.htm
"Hidden Anaconda","Happy Valley","Hongshan, Wuhan, Hubei, China",4/29/2012,492.2,151.6,,65.3,2,,1:00,https://rcdb.com/9095.htm
"Monte Carlo Racetrack","Happy Valley","Hongshan, Wuhan, Hubei, China",4/29/2012,,,,,0,,,https://rcdb.com/10078.htm
"Polar X-plorer","Legoland Billund","Billund, Syddanmark, Denmark",4/29/2012,1633.8,62.3, Track with a 16.4,40.4,0,,,https://rcdb.com/10214.htm
"Pindsvinet","Fårup Sommerland","Blokhus, Nordjylland, Denmark",4/30/2012,262.5,13.1,,,0,,,https://rcdb.com/10366.htm
"Leviathan","Canada's Wonderland","Vaughan, Ontario, Canada",5/6/2012,5486,306,306,92,0,80,3:28,https://rcdb.com/10108.htm
"Shambhala","PortAventura Park","Salou, Tarragona, Spain",5/12/2012,5131.3,249.3,255.9,83.3,0,,3:00,https://rcdb.com/10239.htm
"Cobra","Zoomers Family Amusement Park","Fort Myers Beach, Florida, USA",5/15/2012,,20,,,0,,,https://rcdb.com/10744.htm
"X-Flight","Six Flags Great America","Gurnee, Illinois, USA",5/16/2012,3000,,Zero-G RollImmelmannZero-G RollIn-Line Twist,55,5,,1:15,https://rcdb.com/10137.htm
"Verbolten","Busch Gardens Williamsburg","Williamsburg, Virginia, USA",5/18/2012,2835,,88,53,0,,3:25,https://rcdb.com/9463.htm
"Goliath","Six Flags New England","Agawam, Massachusetts, USA",5/25/2012,1204,191.6,177,65.6,3,90,1:32,https://rcdb.com/10138.htm
"Wild West Express","Glenwood Caverns Adventure Park","Glenwood Springs, Colorado, USA",5/25/2012,197.5,10.8,,16.2,0,,,https://rcdb.com/10463.htm
"Manta","SeaWorld San Diego","San Diego, California, USA",5/26/2012,2800,30,54,43,0,,2:00,https://rcdb.com/9819.htm
"Skyrush","Hersheypark","Hershey, Pennsylvania, USA",5/26/2012,3600,200,,75,0,85,,https://rcdb.com/10089.htm
"Suspended Looping Coaster","Huagudeng Carnival","Bengshan, Bengbu, Anhui, China",5/30/2012,,,,,4,,,https://rcdb.com/10681.htm
"Fruit Worm Coaster","Huagudeng Carnival","Bengshan, Bengbu, Anhui, China",5/30/2012,,,,,0,,,https://rcdb.com/10927.htm
"Mine Train Coaster","Joyous Land","Zhangjiagang, Suzhou, Jiangsu, China",6/1/2012,,,,,0,,,https://rcdb.com/6822.htm
"Iron Shark","Galveston Island Historic Pleasure Pier","Galveston, Texas, USA",6/1/2012,1246,100,,52,3,95,1:00,https://rcdb.com/10290.htm
"Roller Coaster","Holy Capital Park","Linwei, Weinan, Shaanxi, China",6/1/2012,1633.8,78.8,,,3,,,https://rcdb.com/11477.htm
"Loop And Screw Coaster","Big Heihe Island Amusement Park","Aihui, Heihe, Heilongjiang, China",6/5/2012,,,,,3,,,https://rcdb.com/7570.htm
"Apocalypse","Six Flags America","Upper Marlboro, Maryland, USA",6/7/2012,2900,100,90,55,2,,2:00,https://rcdb.com/10136.htm
"Cliffhanger","Glenwood Caverns Adventure Park","Glenwood Springs, Colorado, USA",6/15/2012,,60,,,0,,,https://rcdb.com/10462.htm
"Divertical","Mirabilandia","Savio, Emilia-Romagna, Italy",6/16/2012,2516.4,164,,59,0,45,,https://rcdb.com/10393.htm
"Apocalypse","Lunapark","Agde, Languedoc-Roussillon, France",6/22/2012,2400,75,68,40,2,,,https://rcdb.com/10396.htm
"Mount Tanggula","Fantawild Adventure","Zhongmu, Zhengzhou, Henan, China",6/28/2012,,,,,0,,,https://rcdb.com/10730.htm
"Worm Around","Fantawild Adventure","Zhongmu, Zhengzhou, Henan, China",6/28/2012,,,,,0,,,https://rcdb.com/10909.htm
"Superman Ultimate Flight","Six Flags Discovery Kingdom","Vallejo, California, USA",6/30/2012,863,150,,62,1,,,https://rcdb.com/10139.htm
"Triops","Bagatelle","Merlimont, Nord-Pas de Calais, France",6/30/2012,1013.8,131.3,,50,3,,1:30,https://rcdb.com/10341.htm
"Twisted Coaster","HotZone","Rio De Janeiro, Rio De Janeiro, Brazil",7/4/2012,574.2,26.3,,17.4,0,,,https://rcdb.com/10766.htm
"Mini Montanha Happy Mountain","Parque Mutirama","Goiânia, Goiás, Brazil",7/7/2012,,,,,0,,,https://rcdb.com/10215.htm
"Super Jet","Parque Mutirama","Goiânia, Goiás, Brazil",7/7/2012,,,,,0,,,https://rcdb.com/10216.htm
"Gold Rush","OK Corral","Cuges-les-Pins, Provence-Alpes-Cote d'Azur, France",7/7/2012,,,,,0,,,https://rcdb.com/10430.htm
"Big Grizzly Mountain Runaway Mine Cars","Hong Kong Disneyland","Islands, New Territories, Hong Kong, China",7/13/2012,3608.9,,,34.8,0,,,https://rcdb.com/9666.htm
"Gekion Live Coaster","Tokyo Joypolis","Odaiba, Minato, Tokyo, Japan",7/14/2012,984.3,16.4,,23.6,1,,,https://rcdb.com/6453.htm
"Bullet Coaster","Happy Valley","Nanshan, Shenzhen, Guangdong, China",7/28/2012,,196.8,221.2,83,0,,,https://rcdb.com/9442.htm
"Jungle Mouse","East City Park","Duanzhou, Zhaoqing, Guangdong, China",8/1/2012,,,,,0,,,https://rcdb.com/10773.htm
"Dragon","Legoland Malaysia","Nusajaya, Johor, Malaysia",9/15/2012,,,,,0,,,https://rcdb.com/9577.htm
"Dragon's Apprentice","Legoland Malaysia","Nusajaya, Johor, Malaysia",9/15/2012,,,,,0,,,https://rcdb.com/9578.htm
"Great Lego Race","Legoland Malaysia","Nusajaya, Johor, Malaysia",9/15/2012,,,,,0,,,https://rcdb.com/10365.htm
"Stress Express","Fantawild Adventure","Zhongmu, Zhengzhou, Henan, China",9/22/2012,935,116.5,,47,3,,1:48,https://rcdb.com/10708.htm
"Roller Coaster","Oaklands Amusement Park","Enugu, Enugu, Nigeria",9/28/2012,,,,,0,,,https://rcdb.com/13932.htm
"Suspended Roller Coaster","Sino Wonderland","Xinluo, Longyan, Fujian, China",9/29/2012,2624.7,108.3,95.2,49.7,4,,2:10,https://rcdb.com/10135.htm
"Dwervelwind","Toverland","Sevenum, Limburg, Netherlands",9/29/2012,1640.4,65.6,,43.5,0,,1:52,https://rcdb.com/10333.htm
"Terror Twister","Fantawild Adventure","Zhongmu, Zhengzhou, Henan, China",10/1/2012,492.2,151.6,,65.3,2,,0:50,https://rcdb.com/10709.htm
"Moto Coaster","Foreigner Street","Nan'an, Chongqing, China",10/2012,,,,,0,,,https://rcdb.com/11369.htm
"Mine-Twister","Remlinger Farms","Carnation, Washington, USA",10/13/2012,,,,,0,,,https://rcdb.com/11439.htm
"Roller Coaster","Wanquan Park","Dadong, Shenyang, Liaoning, China",10/23/2012,,,,,2,,,https://rcdb.com/12810.htm
"Loop Roller Coaster","Fun World","Bangalore, Karnataka, India",11/17/2012,,,,,1,,,https://rcdb.com/11997.htm
"Búmeran","Parque Diversiones","La Uruca, San José, Costa Rica",11/25/2012,935,116.5,,47,3,,1:48,https://rcdb.com/10523.htm
"Bad Trip","Europark","Vias, Languedoc-Roussillon, France",2013,1017.1,36.1,,20.7,0,,2:00,https://rcdb.com/6461.htm
"Rainier Rush","Washington State Fair","Puyallup, Washington, USA",2013,1775,63,,45,1,,,https://rcdb.com/6478.htm
"Skate Board","Eram Park","Tehran, Tehran, Iran",2013,,,,,0,,,https://rcdb.com/6539.htm
"Runaway Train","Billing Aquadrome","Northampton, Northamptonshire, England, United Kingdom",2013,,,,,0,,,https://rcdb.com/6635.htm
"Gold Mine Town","Penglai Euro Park","Penglai, Yantai, Shandong, China",2013,,,,,0,,,https://rcdb.com/6658.htm
"Gusanito","Premier Park","Tegucigalpa, Francisco Morazán, Honduras",2013,,,,,0,,,https://rcdb.com/6673.htm
"Toirog Zam","Nairamdal Park","Ulaanbaatar, Mongolia",2013,,,,,4,,,https://rcdb.com/6679.htm
"Mine Train Coaster","Orășelul Copiilor","Bucharest, Romania",2013,,,,,0,,,https://rcdb.com/6695.htm
"Loco Motion","Steel Pier","Atlantic City, New Jersey, USA",2013,,,,,0,,,https://rcdb.com/6723.htm
"Corona Cobra Coaster","Fantasy Forest at the Flushing Meadows Carousel","Flushing, New York, USA",2013,,,,,0,,,https://rcdb.com/6727.htm
"Miner Mike","Gatti's Pizza","Abilene, Texas, USA",2013,,,,,0,,,https://rcdb.com/6784.htm
"Wriggler","Gulliver's Warrington","Warrington, Cheshire , England, United Kingdom",2013,,,,,0,,1:56,https://rcdb.com/7534.htm
"Mini Express","Calaway Park","Calgary, Alberta, Canada",2013,,,,,0,,,https://rcdb.com/7639.htm
"Montanha Russa","Parque de Diversões Marisa","São Paulo, São Paulo, Brazil",2013,,,,,0,,,https://rcdb.com/9021.htm
"Wild Kitty","Frontier City","Wild Kitty will close during 2018",2013,,12,,,0,,,https://rcdb.com/9344.htm
"Crazy Skateboard","Sun Park","Chaoyang, Beijing, China",2013,944.9,44.9,,,0,,,https://rcdb.com/9561.htm
"Wild Mouse","Eram Park","Tehran, Tehran, Iran",2013,,,,,0,,,https://rcdb.com/10810.htm
"Speed Shuttle","Window of the World","Kaifu, Changsha, Hunan, China",1/1/2013,,,,,0,,,https://rcdb.com/10835.htm
"Rally","Kid's Inn","Frankenthal, Rhineland-Palatinate, Germany",2013,,,,,0,,,https://rcdb.com/10915.htm
"Harvest Time","Jungleland","Bogor, West Java, Indonesia",2013,,,,,0,,,https://rcdb.com/11230.htm
"Longfeng Roller Coaster","Chuanlord Holiday Manor","Shunde, Foshan, Guangdong, China",1/2013,,,,,4,,,https://rcdb.com/11346.htm
"Family Star","Great Yarmouth Pleasure Beach","Great Yarmouth, Norfolk, England, United Kingdom",2013,,,,,0,,,https://rcdb.com/11364.htm
"Mini Coaster","Happy Valley","Dongli, Tianjin, China",2013,574.2,29.5,,18.6,0,,,https://rcdb.com/11385.htm
"Fruitworm Pulley","Hangzhou Children's Park","Xihu, Hangzhou, Zhejiang, China",1/2013,,4.3,,8.9,0,,,https://rcdb.com/11401.htm
"Sea Serpent","Fun Spot America","Orlando, Florida, USA",2013,,,,,0,,,https://rcdb.com/11481.htm
"Chhota Bheem The Ride","Adlabs Imagica","Khopoli, Maharashtra, India",2013,,,,,0,,,https://rcdb.com/11482.htm
"Shuttle Loop Coaster","Huiyuan Pleasure Island","Shushan, Hefei, Anhui, China",2013,,,,,1,,,https://rcdb.com/11546.htm
"Kolejka Górska","Rozrywki Zaginiony Swiat","Bydgoszcz, Kujawsko-Pomorskie, Poland",2013,,49.3,,,,,,https://rcdb.com/11600.htm
"Family Coaster","Kosar Park","Tabriz, East Azarbaijan, Iran",2013,,,,,0,,,https://rcdb.com/11819.htm
"Three Loop Atomic Coaster","Aquatic Paradise","Tianshan, Ürümqi, Xinjiang Uygur, China",2013,,,,,3,,,https://rcdb.com/11886.htm
"Roller Coaster","Jamuna Future Park","Dhaka, Dhaka, Bangladesh",2013,,83.7,,43.5,3,,,https://rcdb.com/11955.htm
"Cyclone","SkyPark","Sofia, Grad Sofiya, Bulgaria",2013,1099,32.8,,,0,,1:20,https://rcdb.com/12007.htm
"Frozen","Attrapark","Moscow, Moscow, Russia",2013 - 2014,,,,,0,,,https://rcdb.com/12200.htm
"Corsair Coaster","Sokolniki Park","Moscow, Moscow, Russia",2013 - 2014,574.2,29.5,,18.6,0,,,https://rcdb.com/12202.htm
"Dragon","Bayrampaşa City Park","Istanbul, Istanbul, Turkey",2013,,,,,0,,,https://rcdb.com/12220.htm
"Roller Coaster","Park Planet Leta","Saint Petersburg, Saint Petersburg, Russia",2013 - 2014,,,,,0,,,https://rcdb.com/12226.htm
"Zyclone","Shangrila Resort & Waterpark","Thane, Maharashtra, India",2013,,,,,0,,,https://rcdb.com/12649.htm
"Jungle Flying Squirrel","Baiyun Lake Amusement Park","Baiyun, Guangzhou, Guangdong, China",2013,,,,,0,,,https://rcdb.com/12712.htm
"Spinning Coaster","Nanhu Park","Shenyang, Liaoning, China",2013,,,,,0,,,https://rcdb.com/12805.htm
"Golden Dragon Roller Coaster","Nanhu Park","Shenyang, Liaoning, China",2013,,,,,0,,,https://rcdb.com/12807.htm
"Rhythm Spinner","Happy Island Amusement Park","Dantu, Zhenjiang, Jiangsu, China",2013,,,,,0,,,https://rcdb.com/13374.htm
"Crazy Mouse","New Yuan Ming Palace","Xiangzhou, Zhuhai, Guangdong, China",2013,,,,,0,,,https://rcdb.com/13501.htm
"Family Gravity","Fuhua Amusement Park","Kuiwen, Weifang, Shandong, China",2013 - 2014,,,,,0,,,https://rcdb.com/13504.htm
"Pine Forest Flying Mouse","Delta Park","Yongqiao, Suzhou, Anhui, China",2013,,,,,0,,,https://rcdb.com/13559.htm
"Roller Coaster","Central Park","Karaganda, Karaganda, Kazakhstan",2013,,,,,0,,,https://rcdb.com/13603.htm
"Pine Forest Flying Mouse","Flying Phoenix Amusement Park","Wuxing, Huzhou, Zhejiang, China",2013 - 2014,,,,,0,,,https://rcdb.com/13631.htm
"Jungle Flying Squirrel","Kuishan Park","Cheng, Shanwei, Guangdong, China",2013 - 2014,,,,,0,,,https://rcdb.com/13656.htm
"Family Coaster","Al Zawra’a Dream Park","Baghdad, Baghdad, Iraq",2013,,,,,0,,,https://rcdb.com/13759.htm
"Pomme","Parc de la Vallée","Massais, Poitou-Charentes, France",2013 - 2016,,,,,0,,,https://rcdb.com/14094.htm
"Western Train","L'ile Aux Enfants","Torreilles, Languedoc-Roussillon, France",2013,,,,,0,,,https://rcdb.com/14102.htm
"Montaña Loco","Parque de Ferias San Jacinto","Maracay, Aragua, Venezuela",2013,,,,,0,,,https://rcdb.com/14556.htm
"Fiesta Express","Gumo Land","Gumi-si, Gyeongsangbuk-do, South Korea",2013 - 2014,262.5,,,,0,,,https://rcdb.com/14696.htm
"Family Roller Coaster","Heyuan Children's Park","Yuancheng, Heyuan, Guangdong, China",2013 - 2015,,,,,0,,,https://rcdb.com/14773.htm
"Roller Coaster","Galaxy Park","Wadi Al-Seer, Amman, Jordan",2013 - 2017,,,,,0,,,https://rcdb.com/15048.htm
"Spinning Coaster","Heyuan Culture Plaza","Yuancheng, Heyuan, Guangdong, China",2013 - 2017,,,,,0,,,https://rcdb.com/15189.htm
"Spinning Coaster","Xi'an World Expo","Baqiao, Xi'an, Shaanxi, China",2013 - 2014,,,,,0,,,https://rcdb.com/15220.htm
"Roller Coaster","Luna Park Vityazevo","Vityazevo, Krasnodar Krai, Russia",2013 - 2014,,,,,0,,,https://rcdb.com/15305.htm
"Caterpillar","Sunny Island","Anapa, Krasnodar Krai, Russia",2013 - 2014,,,,,0,,,https://rcdb.com/15307.htm
"Shrek","Anniversary Park","Anapa, Krasnodar Krai, Russia",2013 - 2014,,,,,0,,,https://rcdb.com/15308.htm
"Roller Coaster","Babel Land","Jeddah, Makkah, Saudi Arabia",1/1/2013,,,,,0,,,https://rcdb.com/15385.htm
"Loren-Express","Holleshof","Wachtendonk, North Rhine-Westphalia, Germany",2013,,,,,0,,,https://rcdb.com/15387.htm
"Cyclone","City Park of Culture and Rest","Tyumen, Tyumen, Russia",2013,1099,39.3,,34.2,0,,1:20,https://rcdb.com/15606.htm
"Spinning Coaster","Black Forest Park Joyous World","Yuancheng, Heyuan, Guangdong, China",2013 - 2017,,,,,0,,,https://rcdb.com/15971.htm
"Roller Coaster","Shamkir City Park","Shamkir, Ganja-Qazakh, Azerbaijan",2013 - 2017,,,,,0,,,https://rcdb.com/16358.htm
"Shark Trip","City Park of Culture and Rest","Tyumen, Tyumen, Russia",2013 - 2014,,,,,0,,,https://rcdb.com/16375.htm
"Bandit Bomber","Yas Waterworld","Abu Dhabi, Abu Dhabi, United Arab Emirates",1/20/2013,1689.7,75.5,,31.1,0,,,https://rcdb.com/6536.htm
"Motorbike Roller Coaster","Panda Paradise","Langzhong, Nanchong, Sichuan, China",2/8/2013,2231,45.9,,49.7,0,,1:15,https://rcdb.com/10631.htm
"Nessi Coaster","Sky Ranch","Tagaytay, Cavite, Philippines",3/2/2013,,,,,0,,,https://rcdb.com/6611.htm
"Joker","Six Flags Mexico","Mexico City, Mexico",3/6/2013,1351,53,27,31,0,,1:51,https://rcdb.com/10972.htm
"Crazy Car","Happy Valley","Hongshan, Wuhan, Hubei, China",3/9/2013,1036.7,49.3,,43.5,2,,0:47,https://rcdb.com/9096.htm
"Achtbaan","Speelpark Oud Valkeveen","Naarden, North Holland, Netherlands",3/23/2013,721.8,16.4,,,0,,,https://rcdb.com/6473.htm
"African Thunder Coaster","Fun World","Tangerang, West Java, Indonesia",3/25/2013,,,,,0,,,https://rcdb.com/6429.htm
