Name,Park,Location,Opening Date,Length,Height,Drop,Speed,Inversions,Vertical Angle,Duration,RCDB Link
"Huracan","Bellewaerde","Ieper, West-Vlaanderen, Belgium",3/30/2013,1640.4,49.3,,31.1,0,,2:00,https://rcdb.com/10979.htm
"FunCoaster","Funplex","Mount Laurel, New Jersey, USA",3/30/2013,1017.1,36.1,,26.7,0,,1:40,https://rcdb.com/11294.htm
"Twist 'n' Shout","Family Kingdom Amusement Park","Myrtle Beach, South Carolina, USA",4/2/2013,,,,,0,,,https://rcdb.com/11396.htm
"Bull Fight in the Sky","Sun Tribe","Daiyue, Tai'an, Shandong, China",4/3/2013,,,,,0,,,https://rcdb.com/6639.htm
"Gold Rush Express","Adlabs Imagica","Khopoli, Maharashtra, India",4/18/2013,2329.4,68.9,,47.2,0,,,https://rcdb.com/11298.htm
"Storm","Etnaland","Belpasso, Sicily, Italy",4/20/2013,2624.7,105,,,1,70,,https://rcdb.com/9549.htm
"Eldorado","Etnaland","Belpasso, Sicily, Italy",4/20/2013,1899.6,68.9,,,0,,,https://rcdb.com/10682.htm
"Hip Hop Coaster","Etnaland","Belpasso, Sicily, Italy",4/20/2013,574.2,29.5,,18.6,0,,,https://rcdb.com/11060.htm
"Tornado","Parc Ange Michel","Saint Martin de Landelles, Normandy, France",4/20/2013,1377.9,,,,0,,,https://rcdb.com/11447.htm
"Fruit Worm Coaster","Loca Joy Holiday Theme Park","Yongchuan, Chongqing, China",4/26/2013,,,,,0,,,https://rcdb.com/6449.htm
"Garden Roller Coaster","Floraland Continent Park","Wenjiang, Chengdu, Sichuan, China",4/26/2013,,,,,0,,,https://rcdb.com/10981.htm
"Cyclone Roller Coaster","Floraland Continent Park","Wenjiang, Chengdu, Sichuan, China",4/26/2013,,,,,0,,,https://rcdb.com/10982.htm
"Cobra Roller Coaster","Floraland Continent Park","Wenjiang, Chengdu, Sichuan, China",4/26/2013,,,,,4,,,https://rcdb.com/10983.htm
"Overwater Roller Coaster","Floraland Continent Park","Wenjiang, Chengdu, Sichuan, China",4/26/2013,,,,,0,,,https://rcdb.com/11287.htm
"Extreme Motorbike Roller Coaster","Floraland Continent Park","Wenjiang, Chengdu, Sichuan, China",4/26/2013,,,,,0,,,https://rcdb.com/11288.htm
"Family Roller Coaster","Loca Joy Holiday Theme Park","Yongchuan, Chongqing, China",4/26/2013,,,,,0,,,https://rcdb.com/11469.htm
"Suspended Roller Coaster","Loca Joy Holiday Theme Park","Yongchuan, Chongqing, China",4/26/2013,1246.8,,,29.1,0,,,https://rcdb.com/11470.htm
"Stampbanan","Liseberg","Gothenburg, Västra Götaland, Sweden",4/27/2013,,,,,0,,,https://rcdb.com/10779.htm
"Stress Express","Fantawild Dreamland","Tong'an, Xiamen, Fujian, China",4/28/2013,935,131.3,,47,3,,1:48,https://rcdb.com/10177.htm
"Mount Tanggula","Fantawild Dreamland","Tong'an, Xiamen, Fujian, China",4/28/2013,,,,,0,,,https://rcdb.com/11069.htm
"Worm Around","Fantawild Dreamland","Tong'an, Xiamen, Fujian, China",4/28/2013,,,,,0,,,https://rcdb.com/11758.htm
"Terror Twister","Nantong Adventure Land","Gangzha, Nantong, Jiangsu, China",4/29/2013,492.2,151.6,,65.3,2,,0:50,https://rcdb.com/7027.htm
"Freedom Flyer","Fun Spot America","Orlando, Florida, USA",5/2013,1295.9,64.3,,34.2,0,,,https://rcdb.com/10347.htm
"Blazin' Buckaroo","Elitch Gardens","Denver, Colorado, USA",5/4/2013,,,,,0,,,https://rcdb.com/6794.htm
"Juvelen","Djurs Sommerland","Århus, Midtjylland, Denmark",5/4/2013,3280.8,,,52.8,0,,,https://rcdb.com/11058.htm
"GateKeeper","Cedar Point","Sandusky, Ohio, USA",5/11/2013,4164,170,164,67,6,,2:40,https://rcdb.com/10891.htm
"Max's Doggy Dog Coaster","Fantasy Island","Grand Island, New York, USA",5/25/2013,,,,,0,,,https://rcdb.com/1735.htm
"Hurricane","Western Playland","Sunland Park, New Mexico, USA",5/25/2013,,,,,0,,,https://rcdb.com/10897.htm
"Coast Rider","Knott's Berry Farm","Buena Park, California, USA",5/25/2013,1339,52,,,0,,,https://rcdb.com/11074.htm
"Twistosaurus","Flamingo Land","Malton, North Yorkshire, England, United Kingdom",5/25/2013,574.2,26.3,,17.4,0,,,https://rcdb.com/11452.htm
"Iron Rattler","Six Flags Fiesta Texas","San Antonio, Texas, USA",5/25/2013,3266,179,171,70,1,81,,https://rcdb.com/11663.htm
"Küçük Madenciler","İsfanbul","Istanbul, Istanbul, Turkey",5/29/2013,,,,,0,,,https://rcdb.com/11485.htm
"Roller Coaster","Nanhu Park","Shenyang, Liaoning, China",5/30/2013,,,,,2,,,https://rcdb.com/12806.htm
"Smiler","Alton Towers","Alton, Staffordshire, England, United Kingdom",5/31/2013,3838.6,,98.4,52.8,14,,2:45,https://rcdb.com/11062.htm
"Spinning Coaster","Happiness Children's Playground","Lhasa, Xizang, China",5/31/2013,,,,,0,,,https://rcdb.com/12383.htm
"Achtbaan","Kinderstad Heerlen","Heerlen, Limburg, Netherlands",6/2013,442.9,19.7,,,0,,,https://rcdb.com/10926.htm
"Deep Space","Adlabs Imagica","Khopoli, Maharashtra, India",6/2013,1574.8,52.5,,44.7,2,,,https://rcdb.com/11297.htm
"Formula 1","Magic Park Land","Ensuès-la-Redonne, Provence-Alpes-Cote d'Azur, France",6/2013,1377.9,,,,0,,,https://rcdb.com/11446.htm
"Orkanen","Fårup Sommerland","Blokhus, Nordjylland, Denmark",6/5/2013,1486.3,63.3,,46.6,0,,,https://rcdb.com/10902.htm
"Rattenmühle","Familypark","St. Margarethen, Burgenland, Austria",6/7/2013,1410.8,62.3,,31.1,0,,,https://rcdb.com/11084.htm
"Boomerang","Six Flags St. Louis","Eureka, Missouri, USA",6/8/2013,935,116.5,,47,3,,1:48,https://rcdb.com/10947.htm
"Spin Coaster","Mazaka Land","Kayseri, Kayseri, Turkey",6/15/2013,,,,,0,,,https://rcdb.com/11625.htm
"Hizli Tren","Mazaka Land","Kayseri, Kayseri, Turkey",6/15/2013,,,,,0,,,https://rcdb.com/11626.htm
"Full Throttle","Six Flags Magic Mountain","Valencia, California, USA",6/22/2013,2200,,LSM Launch,70,2,,1:30,https://rcdb.com/10948.htm
"Captain Jacks Runaway Train","Pirates Cove Fun Park","Shanklin, Isle of Wight, England, United Kingdom",7/2013,,,,,0,,,https://rcdb.com/6769.htm
"Family Coaster","Canal Paradise","Suyu, Suqian, Jiangsu, China",7/6/2013,,,,,0,,,https://rcdb.com/6430.htm
"Sky Spin","Skyline Park","Bad Wörishofen, Bavaria, Germany",7/6/2013,1391.1,50.8,,37.3,0,50,1:20,https://rcdb.com/9253.htm
"Spinning Coaster","Canal Paradise","Suyu, Suqian, Jiangsu, China",7/6/2013,,,,,0,,,https://rcdb.com/9838.htm
"Roaring Dragon","Canal Paradise","Suyu, Suqian, Jiangsu, China",7/6/2013,,,,,4,,,https://rcdb.com/10978.htm
"Karacho","Erlebnispark Tripsdrill","Cleebronn, Baden Wuerttemberg, Germany",7/10/2013,2296.6,98.4,,55.9,4,,,https://rcdb.com/11057.htm
"Big Bang","Freizeitpark Familienland","Sankt Jakob in Haus, Tyrol, Austria",7/12/2013,1738.8,72.2,,40.4,0,,0:38,https://rcdb.com/6752.htm
"Hero","Flamingo Land","Malton, North Yorkshire, England, United Kingdom",7/16/2013,1282.8,50,,25.7,2,,,https://rcdb.com/11436.htm
"Pirates Gold Rush","Playland's Castaway Cove","Ocean City, New Jersey, USA",7/29/2013,,,,,0,,,https://rcdb.com/6636.htm
"Motor Coaster","Penglai Euro Park","Penglai, Yantai, Shandong, China",8/11/2013,,,,,0,,,https://rcdb.com/6494.htm
"Magic Frisbee","Penglai Euro Park","Penglai, Yantai, Shandong, China",8/11/2013,,,,,0,,,https://rcdb.com/6651.htm
"Tornado","Penglai Euro Park","Penglai, Yantai, Shandong, China",8/11/2013,2585.3,105,,46.6,4,,,https://rcdb.com/11333.htm
"Star Coaster","Penglai Euro Park","Penglai, Yantai, Shandong, China",8/11/2013,,,,,0,,,https://rcdb.com/14537.htm
"Children Coaster","Penglai Euro Park","Penglai, Yantai, Shandong, China",8/11/2013,,,,,0,,,https://rcdb.com/14538.htm
"Insider","Wiener Prater","Vienna, Vienna, Austria",8/25/2013,984.3,36.4,,22.4,0,37,1:08,https://rcdb.com/11479.htm
"Roller Coaster","Baiyun Lake Amusement Park","Baiyun, Guangzhou, Guangdong, China",8/30/2013,,,,,2,,,https://rcdb.com/12713.htm
"Family Banana Coaster","Haikara't Yokocho","Shimonoseki, Yamaguchi, Japan",9/14/2013,,,,,0,,,https://rcdb.com/16671.htm
"Range","YesterLand Farm","Canton, Texas, USA",9/21/2013,,,,,0,,,https://rcdb.com/7436.htm
"Spinning Coaster","Happy World","Lianjiang, Fuzhou, Fujian, China",10/1/2013,,,,,0,,,https://rcdb.com/6554.htm
"Gold Mine Train","Happy World","Lianjiang, Fuzhou, Fujian, China",10/1/2013,,,,,0,,,https://rcdb.com/6598.htm
"Children Coaster","Happy World","Lianjiang, Fuzhou, Fujian, China",10/1/2013,656.2,,,12.3,0,,,https://rcdb.com/6672.htm
"Nitro","Adlabs Imagica","Khopoli, Maharashtra, India",10/2013,2800,132,,65.2,5,,2:30,https://rcdb.com/6817.htm
"Roller Coaster","Happy World","Lianjiang, Fuzhou, Fujian, China",10/1/2013,2585.3,105,,46.6,4,,,https://rcdb.com/7378.htm
"Roller Coaster","Sparky's Family Entertainment Centre","Dubai, Dubai, United Arab Emirates",10/1/2013,1010.5,,,22.4,0,,1:40,https://rcdb.com/11736.htm
"Undertow","Santa Cruz Beach Boardwalk","Santa Cruz, California, USA",10/19/2013,1410,50,,40,0,,,https://rcdb.com/10930.htm
"Magic Ring Vertical Coaster","Chuanlord Holiday Manor","Shunde, Foshan, Guangdong, China",10/31/2013,590.6,151.6,,65.3,2,,,https://rcdb.com/6489.htm
"Abyss","Adventure World","Bibra Lake, Western Australia, Australia",11/1/2013,2066.9,98.4,100,52.8,3,,2:00,https://rcdb.com/7444.htm
"Crazy Coaster","Loca Joy Holiday Theme Park","Yongchuan, Chongqing, China",11/9/2013,2870.8,108.3,,52.8,10,,,https://rcdb.com/11055.htm
"Fiesta Express","Austin's Park N Pizza","Pflugerville, Texas, USA",12/2013,262,8,,,0,,,https://rcdb.com/11760.htm
"Storm Coaster","Sea World","Surfers Paradise, Queensland, Australia",12/2/2013,,,,,0,,,https://rcdb.com/11059.htm
"Expedition of Volcano","Happy Valley","Dongli, Tianjin, China",12/17/2013,,,,,0,,,https://rcdb.com/11253.htm
"Bullet","Selva Mágica","Guadalajara, Jalisco, Mexico",12/20/2013,,131,,50,1,,,https://rcdb.com/6574.htm
"Jungle Coaster","Fun World","Batam, Riau Islands, Indonesia",12/20/2013,262.5,13,,,0,,,https://rcdb.com/15167.htm
"Crazy Bird","Happy Valley","Dongli, Tianjin, China",12/22/2013,1279.5,98.4,,,2,120,,https://rcdb.com/10745.htm
"Little Worm Train","Golden Disney Amusement Park","Baiyun, Guangzhou, Guangdong, China",2014,,,,,0,,,https://rcdb.com/1964.htm
"Tambang Mas Coaster","Suroboyo Carnival Night Market","Surabaya, East Java, Indonesia",2014,1312.3,49.3,,,0,,,https://rcdb.com/7289.htm
"Colorful Six Ring Roller Coaster","Weihe Park","Meixian, Baoji, Shaanxi, China",2014,2395,109.9,,49.7,5,,,https://rcdb.com/7470.htm
"Hanging Roller Coaster","Carde Happy World","Tinghu, Yancheng, Jiangsu, China",2014,,,,,4,,,https://rcdb.com/7569.htm
"Bledek Coaster","Suroboyo Carnival Night Market","Surabaya, East Java, Indonesia",2014,,,,,2,,1:11,https://rcdb.com/7707.htm
"Speed Mouse","Amazing World","Wanjiang, Dongguan, Guangdong, China",2014 - 2015,574.2,26.3,,17.4,0,,,https://rcdb.com/7824.htm
"Quantum Leap","Sochi Park Adventureland","Sochi, Krasnodar Krai, Russia",2014,1204,191.6,177,65.6,3,90,1:32,https://rcdb.com/10837.htm
"Dragon","Sochi Park Adventureland","Sochi, Krasnodar Krai, Russia",2014,3464.5,124.7,,62.1,4,,2:30,https://rcdb.com/10838.htm
"Sharolet","Sochi Park Adventureland","Sochi, Krasnodar Krai, Russia",2014,1213,,,,0,,,https://rcdb.com/10839.htm
"Roller Coaster","Spiritsland","Jiangyang, Luzhou, Sichuan, China",2014,,,,,4,,,https://rcdb.com/11154.htm
"Family Roller Coaster","Carde Happy World","Tinghu, Yancheng, Jiangsu, China",2014,,,,,0,,,https://rcdb.com/11527.htm
"4 Ring Roller Coaster","Carde Happy World","Tinghu, Yancheng, Jiangsu, China",2014,,,,,4,,,https://rcdb.com/11528.htm
"Family Coaster","Children's Grand Park","Neung-dong, Songdong-Gu, Seoul, South Korea",2014,1295.9,64.3,,34.2,0,,,https://rcdb.com/11880.htm
"Flight of the Hippogriff","Universal Studios Japan","Konohana, Osaka, Osaka, Japan",2014,,,,,0,,,https://rcdb.com/11885.htm
"Drifter","Sochi Park Adventureland","Sochi, Krasnodar Krai, Russia",2014,183.8,13.4,,17.9,,,,https://rcdb.com/11922.htm
"Pir Döndü","MOİ Park","Istanbul, Istanbul, Turkey",2014,1148.3,,,,,,,https://rcdb.com/11926.htm
"Krazy Koaster","Silverwood Theme Park","Athol, Idaho, USA",2014,190,14,,,0,,,https://rcdb.com/11938.htm
"Zyclone","Kishkinta  Theme Park","Chennai, Tamil Nadu, India",2014,,,,,0,,,https://rcdb.com/12005.htm
"Wild Mouse","Antibes Land","Antibes, Provence-Alpes-Cote d'Azur, France",2014,1213.9,45.9,,28,0,,1:20,https://rcdb.com/12009.htm
"Rocket Cycles","Adventureland","Sharjah, Sharjah, United Arab Emirates",2014,984.3,44.9,,29.2,0,,,https://rcdb.com/12018.htm
"Twist and Joust","Gulliver's Milton Keynes","Milton Keynes, Buckinghamshire, England, United Kingdom",2014,,,,,0,,,https://rcdb.com/12055.htm
"Little Dipper","Lightwater Valley","Ripon, North Yorkshire, England, United Kingdom",2014,,,,,0,,,https://rcdb.com/12066.htm
"Roller Coaster","Azadi Park","Shiraz, Fārs, Iran",2014,,,,,0,,,https://rcdb.com/12067.htm
"Frutti Loop Coaster","Energylandia","Zator, Malopolskie, Poland",2014,,,,,0,,,https://rcdb.com/12071.htm
"Python Pit","PowerPlay Family Entertainment Center","Kansas City, Missouri, USA",2014,,,,,0,,,https://rcdb.com/12075.htm
"Python Pit","Story Book Park","Owen Sound, Ontario, Canada",2014,,,,,0,,,https://rcdb.com/12076.htm
"Fruit Worm Coaster","Wuhan Zhongshan Park","Jianghan, Wuhan, Hubei, China",2014,,,,,0,,,https://rcdb.com/12110.htm
"Space Mountain Roller Coaster","Foreigner Street","Nan'an, Chongqing, China",2014,,,,,0,,,https://rcdb.com/12121.htm
"Light-Speed Coaster","Hot Go Park - Happy Jungle World","Fushun, Liaoning, China",2014,2624.7,108.3,95.2,49.7,4,,2:10,https://rcdb.com/12143.htm
"Coaster","Blackbeard's Family Entertainment Center","Fresno, California, USA",2014,,,,,0,,,https://rcdb.com/12145.htm
"Family Coaster","Didi'Land","Morsbronn-les-Bains, Alsace, France",2014,,,,,0,,,https://rcdb.com/12157.htm
"Spinning Coaster","Western Playland","Sunland Park, New Mexico, USA",2014,190,14,,,0,,,https://rcdb.com/12179.htm
"Crazy Roller Coaster","Rose Lake Park","Changzhou, Wuzhou, Guangxi, China",2014,,,,,0,,,https://rcdb.com/12185.htm
"Blombini Express","Blombergbahn","Bad Tölz, Bavaria, Germany",2014,196.8,11.5,,15.5,0,,,https://rcdb.com/12204.htm
"Inertia Roller Coaster","Gongqing Forest Park","Yangpu, Shanghai, China",2014,,,,,0,,,https://rcdb.com/12214.htm
"Çuf Çuf","MOİ Park","Istanbul, Istanbul, Turkey",2014,,,,,0,,,https://rcdb.com/12229.htm
"Junior Coaster","Jerudong Park Playground","Bandar Seri Begawan, Brunei and Muara, Brunei",2014,,,,,0,,,https://rcdb.com/12237.htm
"Centi-SPEED","Alabama Splash Adventure","Bessemer, Alabama, USA",2014,,,,,0,,,https://rcdb.com/12238.htm
"Myrtle Turtle","Pavilion Park","Myrtle Beach, South Carolina, USA",2014,190,14,,,0,,,https://rcdb.com/12244.htm
"Family Coaster","Kiftzuba","Tzuba, Jerusalem, Israel",2014,,,,,0,,,https://rcdb.com/12254.htm
"Race","Wiener Prater","Vienna, Vienna, Austria",2014,,,,,0,,,https://rcdb.com/12271.htm
"4 Ring Roller Coaster","Taolin Happy World","Yangquan, Shanxi, China",2014,,,,,4,,,https://rcdb.com/12291.htm
"Pine Forest Flying Mouse","Magic Emerald City","Jinghai, Tianjin, China",2014,,,,,0,,,https://rcdb.com/12325.htm
"Shark Trip","Aktur Park","Antalya, Antalya, Turkey",2014,,,,,0,,,https://rcdb.com/12331.htm
"Jungle Walk","Hot Go Park - Happy Jungle World","Fushun, Liaoning, China",2014,1345,,,,0,,,https://rcdb.com/12384.htm
"Free Fall","City Park","Kabul, Kabul, Afghanistan",2014,,,,,0,,,https://rcdb.com/12402.htm
"Spinning Coaster","Kariakoo","Zanzibar, Mjini Magharibi, Tanzania",2014,,,,,0,,,https://rcdb.com/12405.htm
"Miao Coaster","Etnaland","Belpasso, Sicily, Italy",2014,,,,,0,,,https://rcdb.com/12432.htm
"Tren Minero","Coney Park","Independencia, Lima, Lima, Peru",2014,,,,,0,,,https://rcdb.com/12440.htm
"Crazy Rollercoaster","Buffet Iupiii","São Paulo, São Paulo, Brazil",2014,,,,,0,,,https://rcdb.com/12460.htm
"Children Coaster","Floraland","Wenjiang, Chengdu, Sichuan, China",2014,,,,,0,,,https://rcdb.com/12543.htm
"Ratón Feliz","Xetulul","Retalhuleu, Retalhuleu, Guatemala",2014,708.7,21.3,,18,,,,https://rcdb.com/12569.htm
"Mars","Energylandia","Zator, Malopolskie, Poland",2014,,,,,0,,,https://rcdb.com/12572.htm
"Pine Forest Flying Mouse","Hangzhou Children's Park","Xihu, Hangzhou, Zhejiang, China",2014,,,,,0,,,https://rcdb.com/12601.htm
"Roller Coaster","Jurasik Park Inn","Sonipat, Haryana, India",2014,,,,,0,,,https://rcdb.com/12666.htm
"Pine Forest Flying Mouse","Yiwu Paradise","Yiwu, Zhejiang, China",2014,,,,,0,,,https://rcdb.com/12691.htm
"Speed Track","Rand Show","Johannesburg, Gauteng, South Africa",2014,,,,,0,,,https://rcdb.com/12745.htm
"Mine Train","Hot Go Park - Happy Jungle World","Fushun, Liaoning, China",2014,,,,,0,,,https://rcdb.com/12802.htm
"Veteor Roller Coaster","Floraland Continent Park","Wenjiang, Chengdu, Sichuan, China",2014 - 2015,,37.7,,31.1,1,,2:00,https://rcdb.com/12811.htm
"Jungle Flying Squirrel","Chaozhou West Lake","Xiangqiao, Chaozhou, Guangdong, China",2014,,,,,0,,,https://rcdb.com/12834.htm
"Crazy Mouse","Zibo Yudaihu Lake Zoology Garden","Zhangdian, Zibo, Shandong, China",2014,,,,,0,,,https://rcdb.com/12839.htm
"Dragon","Jura Centrum","Katowice, Śląskie, Poland",2014,,,,,0,,,https://rcdb.com/12892.htm
"Grand Canyon","Parc de la Vallée","Massais, Poitou-Charentes, France",2014,,,,,0,,,https://rcdb.com/12904.htm
"Breeze","Fancy Fox","Novokuznetsk, Kemerovo, Russia",2014,,,,,0,,,https://rcdb.com/12910.htm
"Family Roller Coaster","Fun Zone","Bray, Wicklow, Ireland",2014,,,,,0,,,https://rcdb.com/12979.htm
"Bugs Coaster","Dragon Lake Beach Happy World","Langyashan, Baoding, Hebei, China",2014,,,,,0,,,https://rcdb.com/13537.htm
"Pine Forest Flying Mouse","YangHu Wetland Scenic Area","Wangcheng, Changsha, Hunan, China",2014,,,,,0,,,https://rcdb.com/13651.htm
"Worm Train","Saqr Public Park","Ras al-Khaimah, Ras al-Khaimah, United Arab Emirates",2014 - 2015,,,,,0,,,https://rcdb.com/13820.htm
"Jet Coaster","Sanggaluri Park","Purbalingga, Central Java, Indonesia",2014,,,,,0,,,https://rcdb.com/13861.htm
"Worm Coaster","Usman Janatin","Purbalingga, Central Java, Indonesia",2014 - 2015,,,,,0,,,https://rcdb.com/13863.htm
"Butterfly","Spielpark Yabadoo","Mehlingen, Rhineland-Palatinate, Germany",2014,,,,,0,,,https://rcdb.com/13946.htm
"Egypt Coaster","ChayLend Park","Mytishchi, Moscow, Russia",2014 - 2015,190,14,,,0,,,https://rcdb.com/14157.htm
"Tomzak Otly","Ashgabat Recreation Park","Ashgabat, Turkmenistan",2014,,,,,0,,,https://rcdb.com/14223.htm
"Roller Coaster","Sunny Beach Park","Sunny Beach, Burgas, Bulgaria",2014 - 2015,,,,,0,,,https://rcdb.com/14369.htm
"Cyclone","Central Park","Tula, Tula, Russia",2014,,,,,0,,,https://rcdb.com/14489.htm
"Spinning Coaster","Shilinxia Resort","Pinggu, Beijing, China",2014,,,,,0,,,https://rcdb.com/14511.htm
"Roller Coaster","Kiddieville","Dubai, Dubai, United Arab Emirates",2014 - 2016,,,,,0,,,https://rcdb.com/14641.htm
"Ameerika Mäed","Liikluslinn","Uhtjärve, Võru, Estonia",2014,,,,,0,,,https://rcdb.com/14925.htm
"Spinning Coaster","Weibin Park","Qindu, Xianyang, Shaanxi, China",2014,,,,,0,,,https://rcdb.com/15171.htm
"Shenzhou Speed","Yongning Paradise","Huangyan, Taizhou, Zhejiang, China",2014 - 2015,,,,,0,,,https://rcdb.com/15258.htm
"Spinning Coaster","Star Park Luna Park","Bursa, Bursa, Turkey",2014,190,14,,,0,,,https://rcdb.com/15291.htm
"Paris Station","Happylon","Almaty, Almaty, Kazakhstan",2014 - 2017,,,,,0,,,https://rcdb.com/15364.htm
"Brucomella","Water Park","Faliraki, South Aegean, Greece",2014,,,,,0,,,https://rcdb.com/15514.htm
"Fruit Worm Coaster","Elf Amusement Park","Tianqiao, Jinan, Shandong, China",2014,,,,,0,,,https://rcdb.com/15745.htm
"Jungle Flying Squirrel","Shayang Paradise","Sha, Sanming, Fujian, China",2014,,,,,0,,,https://rcdb.com/15765.htm
"Outer Space Flying Car","Abha Shopping Festival","Abha, 'Asir, Saudi Arabia",2014,,,,,0,,,https://rcdb.com/15826.htm
"Roller Coaster","Gurayaat Mall","Qurayyat, Jawf, Saudi Arabia",2014 - 2017,,,,,0,,,https://rcdb.com/15846.htm
"Scream Coaster","Eldorado Park","Rajkot, Gujarat, India",2014,,,,,0,,,https://rcdb.com/15897.htm
"Amerikanskaya Gorka","Samonids Recreation Park","Bukhara, Bukhara, Uzbekistan",2014,,,,,0,,,https://rcdb.com/16073.htm
"Jungle Flying Squirrel","Feilai Lake Habi Amusement Park","Qingxin, Qingyuan, Guangdong, China",2014 - 2015,,,,,0,,,https://rcdb.com/16194.htm
"Wacky Worm","Al Basma Fish","Mecca, Makkah, Saudi Arabia",2014,,,,,0,,,https://rcdb.com/16361.htm
"Fruit Worm Coaster","Feilai Lake Habi Amusement Park","Qingxin, Qingyuan, Guangdong, China",2014 - 2015,,,,,0,,,https://rcdb.com/16400.htm
"Boomerang","Subic Fiesta Carnival","Subic Bay, Zambales, Philippines",2014,,,,,0,,,https://rcdb.com/16447.htm
"Spinning Coaster","Helio Center","Hải Châu, Đà Nẵng, Vietnam",2014 - 2015,,,,,0,,,https://rcdb.com/16467.htm
"Shark Trip","Ataturk Park","Antalya, Antalya, Turkey",2014 - 2015,,,,,0,,,https://rcdb.com/16619.htm
"Babylon Spinning Coaster","Ice Mall","Eilat, Southern, Israel",2014 - 2018,,,,,0,,,https://rcdb.com/16684.htm
"Inversa","Ácqua Lokos","Capão da Canoa, Rio Grande do Sul, Brazil",1/21/2014,,,,,0,,,https://rcdb.com/11537.htm
"White Horse Coaster","Penglai Euro Park","Penglai, Yantai, Shandong, China",1/21/2014,,,,,0,,,https://rcdb.com/11932.htm
"Parrot Coaster","Chimelong Ocean Kingdom","Xiangzhou, Zhuhai, Guangdong, China",1/25/2014,4192.9,164.1,,67.1,3,,,https://rcdb.com/9114.htm
"Pine Forest Flying Mouse","Middle Zhejiang Amusement City","Wucheng, Jinhua, Zhejiang, China",2/2/2014,,,,,0,,,https://rcdb.com/11912.htm
"Outer Space Flying Car","Sinma Kingdom","Luquan, Shijiazhuang, Hebei, China",2/4/2014,,,,,0,,,https://rcdb.com/11995.htm
"4 Ring Roller Coaster","Sinma Kingdom","Luquan, Shijiazhuang, Hebei, China",2/4/2014,,,,,4,,,https://rcdb.com/11996.htm
"Family Coaster","Sinma Kingdom","Luquan, Shijiazhuang, Hebei, China",2/4/2014,,,,,0,,,https://rcdb.com/13693.htm
